id,title,date,developer_name,publisher_name,reviews_total,reviews_recent,reviews_total_summary,reviews_recent_summary,original_price,discount_price,discount_percent,achievements_number,langs_number,dlcs_number,has_ost,is_dlc,is_ost,short_desc,dlcs,tags,genres,languages,url,developer_url,publisher_url
582010,Monster Hunter: World,8 AGO 2018,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",309166,1116,Muy positivas,Muy positivas,29.99,7.79,74,100,14,199,True,False,False,"¡Bienvenidos a un nuevo mundo! En Monster Hunter: World, la última entrega de la serie, podrás disfrutar de la mejor experiencia de juego, usando todos los recursos a tu alcance para acechar monstruos en un nuevo mundo rebosante de emociones y sorpresas.",Monster Hunter World: Iceborne|Monster Hunter: World - High Resolution Texture Pack|Monster Hunter: World - Pack de gestos extras 1|Monster Hunter: World - Peinado: gestora de recursos|Monster Hunter: World - Peinado: líder del equipo de campo|Monster Hunter: World - Ropa de Delegada para la Encargada|Monster Hunter: World - Kit Deluxe|Monster Hunter: World - Traje de chef 3 estrellas de la Encargada|Monster Hunter: World - Vestido de traviesa de la Encargada|Monster Hunter: World - Peinado: Encargada|Monster Hunter: World - Peinado: Almirante|Monster Hunter: World - Vale de edición de personaje gratis|Monster Hunter: World - Set de pegatinas: set de Mega Man|Monster Hunter: World - Cupón crea personaje: un cupón|Monster Hunter: World - Cupón crea personaje: pack de dos cupones|Monster Hunter: World - Cupón crea personaje: pack de tres cupones|Monster Hunter: World - Gesto: pistolas dobles de Devil May Cry|Monster Hunter: World - Set de pegatinas: set de Devil May Cry|Monster Hunter: World - Abrigo de espíritu invernal de la Encargada|Monster Hunter: World - Set de pegatinas gratuito: cazador sociable|Monster Hunter: World - Gesto gratuito: ¡feliz caza!|Monster Hunter: World - Disfraz de Felyne sonriente de la Encargada|Monster Hunter: World - Vestido de abejita de la Encargada|Monster Hunter: World - Pareo de día soleado de la Encargada|Kit Deluxe de Monster Hunter World: Iceborne|Monster Hunter: World - Cupón crea personaje y camarada: un cupón|Monster Hunter: World - Cupón crea personaje y camarada: pack de dos cupones|Monster Hunter: World - Cupón crea personaje y camarada: pack de tres cupones|Monster Hunter: World - Cupón de crear camarada: un cupón|Monster Hunter: World - Cupón de crear camarada: pack de dos cupones|Monster Hunter: World - Cupón de crear camarada: pack de tres cupones|Monster Hunter: World - Set de pegatinas: objetos de cazador|Monster Hunter: World - Set de pegatinas: estados de monstruo|Monster Hunter: World - Set de poses: pose agachada|Monster Hunter: World - Set de poses: pose única|Monster Hunter: World - Ropa de chica de Kokoto de la Encargada|Monster Hunter World: Iceborne - MHW:I Set de pegatinas: monstruos de Iceborne|Monster Hunter World: Iceborne - Mobiliario para tu hogar en MHW:I: set de mobiliario bonito|Monster Hunter World: Iceborne - Mobiliario para tu hogar en MHW:I: set de peluches gigantes|Monster Hunter World: Iceborne - Gramola de MHW:I: set de música de fondo extra (vol. 1)|Monster Hunter: World - Traje de Tyrant de la Encargada|Monster Hunter: World - Set de pegatinas: Raccoon City|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I: Nergigante|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I: Kushala Daora|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I: Dodogama|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I: Rathalos|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I: Anjanath|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I: Tobi-Kadachi|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I: Barioth|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I: Banbaro|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I: Boaboa|Monster Hunter World: Iceborne - Gramola de MHW:I: colaboración con Raccoon City - Black Impact|Monster Hunter: World - Vestido corto y grácil de la Encargada|Monster Hunter: World - Disfraz de techno Encargada|Monster Hunter: World - Set de pegatinas: lynian|Monster Hunter: World - MHW:I Pack de gestos: baile urbano|Monster Hunter: World - MHW:I Pack de gestos: baile callejero|Monster Hunter: World - MHW:I Pack de gestos: animando|Monster Hunter: World - Set de poses: poses de armas (3)|Monster Hunter World: Iceborne - Peinado: tupé rockero|Monster Hunter World: Iceborne - Peinado: samurai misterioso|Monster Hunter World: Iceborne - Peinado: rapado artístico|Monster Hunter World: Iceborne - Peinado: princesa sol naciente|Monster Hunter World: Iceborne - Peinado: corto y ondulado|Monster Hunter World: Iceborne - Peinado: semilargo|Monster Hunter World: Iceborne - Peinado: cresta mohicana|Monster Hunter World: Iceborne - Peinado: coleta coqueta|Monster Hunter World: Iceborne - Peinado: bob corto|Monster Hunter World: Iceborne - Peinado: largo y ondulado|Monster Hunter World: Iceborne - Mobiliario para tu hogar en MHW:I: set oriental|Monster Hunter World: Iceborne - Mobiliario para tu hogar en MHW:I: set de lámparas|Monster Hunter World: Iceborne - Figura especial de monstruo de MHW:I - festival astral|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I: Velkhana|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I: Legiana|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I: Beotodus|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I: Nargacuga|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I: Pukei-Pukei|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I: Grimalkynes|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I: Glavenus|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I: Rathian|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I: Kulu-Ya-Ku|Monster Hunter World: Iceborne - Gramola de MHW:I: set de música de fondo extra (vol. 2)|Monster Hunter World: Iceborne - Gramola de MHW:I: set de música de fondo extra (vol. 3)|Monster Hunter World: Iceborne - Colgante: peluche de Felyne|Monster Hunter World: Iceborne - Colgante: peluche de Melynx|Monster Hunter World: Iceborne - Colgante: peluche Felyne blanco|Monster Hunter World: Iceborne - Colgante: peluche Felyne rosa|Monster Hunter World: Iceborne - Colgante: peluche Felyne uva|Monster Hunter World: Iceborne - Colgante: peluche Felyne menta|Monster Hunter World: Iceborne - Colgante: peluche Felyne naranja|Monster Hunter World: Iceborne - Colgante: topi de la suerte|Monster Hunter World: Iceborne - Colgante: topi de salud|Monster Hunter World: Iceborne - Colgante: topi de seguridad|Monster Hunter World: Iceborne - Colgante: topi de amor|Monster Hunter World: Iceborne - Colgante: topi de protección|Monster Hunter World: Iceborne - Colgante: topi de pasión|Monster Hunter World: Iceborne - Colgante: topi de paz|Monster Hunter World: Iceborne - Peinado: Comandante|Monster Hunter World: Iceborne - Peinado: entusiasta de clase A|Monster Hunter World: Iceborne - Peinado: director de análisis|Monster Hunter World: Iceborne - Peinado: cazador wyveriano|Monster Hunter World: Iceborne - Peinado: encargada seria|Monster Hunter World: Iceborne - Peinado: maestra de la 3.ª flota|Monster Hunter World: Iceborne - Peinado: Rastreadora|Monster Hunter: World - Set de pegatinas: saludos amistosos|Monster Hunter World: Iceborne - Colgante: colgante Pukei|Monster Hunter World: Iceborne - Colgante: colgante Pukei Coralino|Monster Hunter World: Iceborne - Colgante: Rajang en columpio|Monster Hunter World: Iceborne - Colgante: Rajang Rabioso en columpio|Monster Hunter World: Iceborne - Colgante: Paolumu flotante|Monster Hunter World: Iceborne - Colgante: Somnus flotante|Monster Hunter World: Iceborne - Colgante: kurage volante|Monster Hunter World: Iceborne - Colgante: colonia de kurage volantes|Monster Hunter World: Iceborne - Colgante: globo rojo|Monster Hunter World: Iceborne - Colgante: globos rojo y blanco|Monster Hunter World: Iceborne - Colgante: globos arco iris|Monster Hunter World: Iceborne - Mobiliario para tu hogar en MHW:I: set fastuoso|Monster Hunter World: Iceborne - Mobiliario para tu hogar en MHW:I: set glamuroso|Monster Hunter World: Iceborne - Mobiliario para tu hogar en MHW:I: set miniatura|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I - Zinogre|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I - Yian Garuga|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I - Girros y Gran Girros|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I - Namielle|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I - Paolumu|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I - Tzitzi-Ya-Ku|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I - Jyuratodus|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I - Barroth|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I - Diablos|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I - Safi'jiiva|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I - Xeno'jiiva|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I - Wulgs|Monster Hunter World: Iceborne - Gramola de MHW:I: set de música de fondo extra (vol. 4)|Monster Hunter World: Iceborne - Gramola de MHW:I: set de música de fondo extra (vol. 5)|Monster Hunter: World - Vestido de rosas de la Encargada|Monster Hunter World: Iceborne - Peinado: melena y trenza|Monster Hunter World: Iceborne - Peinado: voluminoso|Monster Hunter World: Iceborne - Peinado: rathaloso|Monster Hunter World: Iceborne - Peinado: samurái errante|Monster Hunter World: Iceborne - Colgante: corazón esmeralda Kulve|Monster Hunter World: Iceborne - Colgante: corazón rubí Kulve|Monster Hunter World: Iceborne - Colgante: corazón cristal Kulve|Monster Hunter World: Iceborne - Colgante: corazón topacio Kulve|Monster Hunter World: Iceborne - Colgante: corazón safiro Kulve|Monster Hunter World: Iceborne - Colgante: corazón gemarrosa Kulve|Monster Hunter World: Iceborne - Gramola de MHW:I: set de música de fondo extra (vol. 6)|Monster Hunter World: Iceborne - Gramola de MHW:I: set de música de fondo extra (vol. 7)|Monster Hunter World: Iceborne - Colgante: dragón celestial de oro|Monster Hunter World: Iceborne - Colgante: dragón celestial de plata|Monster Hunter World: Iceborne - Colgante: cuchillo cristal rubí|Monster Hunter World: Iceborne - Colgante: cuchillo cristal ámbar|Monster Hunter World: Iceborne - Colgante: cuchillo cristal celeste|Monster Hunter World: Iceborne - Colgante: mariposas espectrales celeste|Monster Hunter World: Iceborne - Colgante: mariposas espectrales jade|Monster Hunter World: Iceborne - Colgante: mariposas espectrales magenta|Monster Hunter World: Iceborne - Colgante: lumiarañas|Monster Hunter World: Iceborne - Colgante: dracófagos|Monster Hunter World: Iceborne - Mobiliario para tu hogar en MHW:I: set Poogie|Monster Hunter World: Iceborne - Mobiliario para tu hogar en MHW:I: set Felyne|Monster Hunter World: Iceborne - Mobiliario para tu hogar en MHW:I: set Pukei-Pukei|Monster Hunter World: Iceborne - Mobiliario para tu hogar en MHW:I: set Boaboa|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I - Tigrex|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I - Odogaron|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I - Radobaan|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I - Rajang|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I - Kirin|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I - Vaal Hazak|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I - Teostra|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I - Gajalakas y rey Gajalaka|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I - Brachydios|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I - Lavasioth|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I - carraos algodón y Aptonoth|Monster Hunter: World - Ropa de samba festiva de la Encargada|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I - Kulve Taroth|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I - Bazelgeuse|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I - Deviljho|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I - Shara Ishvalda 1|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I - Shara Ishvalda 2|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I - Alatreon|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I - Fatalis|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I - Lunastra|Monster Hunter World: Iceborne - Figura de monstruo de MHW:I - Uragaan|Monster Hunter World: Iceborne - Colgante: reloj de oro mecánico|Monster Hunter World: Iceborne - Colgante: reloj de plata mecánico|Monster Hunter World: Iceborne - Colgante: vela de Glavenus llameante|Monster Hunter World: Iceborne - Colgante: Kulu-Ya-Ku sorprendido|Monster Hunter World: Iceborne - Colgante: mini super-8 (jugador 1)|Monster Hunter World: Iceborne - Colgante: mini super-8 (jugador 2)|Monster Hunter World: Iceborne - Colgante: gorrino celestial|Monster Hunter World: Iceborne - Colgante: jabalcebú|Monster Hunter World: Iceborne - Colgante: ristra de proteínas|Monster Hunter World: Iceborne - Mobiliario para tu hogar en MHW:I: cráneo de Beotodus|Monster Hunter: World - Disfraz de Chun-Li de la Encargada|Monster Hunter: World - Gesto: ¡Hadoken!|Monster Hunter: World - Gesto: ¡Shoryuken!|Monster Hunter: World - Set de pegatinas: Street Fighter V|Monster Hunter: World - Disfraz de diablilla adorable de la Encargada|Monster Hunter World: Iceborne - Colgante: talismán nevado de Velkhana|MHW:I - Pack coleccionable: contenido gratuito|Monster Hunter World: Iceborne - Colgante: MH Riders Kirin,Cooperativos|Multijugador|Acción|Mundo abierto|Rol|Personalización de personajes|Tercera persona|Aventura|Fantasía|Rol de acción|Difíciles|Un jugador|Exploración|Gran banda sonora|Valor continuo|Ambientales|Hack and slash|Rol japonés|MMORPG|Tipo «Dark Souls»,Acción,Español de España|Inglés|Francés|Italiano|Alemán|Árabe|Portugués de Brasil|Polaco|Chino tradicional|Japonés|Coreano|Ruso|Chino simplificado|Español de Hispanoamérica,https://store.steampowered.com/app/582010/,https://store.steampowered.com/developer/capcom,https://store.steampowered.com/publisher/capcom
2300320,Farming Simulator 25,12 NOV 2024,GIANTS Software,GIANTS Software,33164,1236,Muy positivas,Muy positivas,29.99,23.99,20,45,26,11,False,False,False,Disfruta de la vida en la granja con Farming Simulator 25 tanto en solitario como de forma cooperativa en modo multijugador. ¡La granja es tuya!,Farming Simulator 25: Vredo Pack|Farming Simulator 25: MacDon Pack|Farming Simulator 25: Year 1 Season Pass|Farming Simulator 25: New Holland CR11 Gold Edition|Farming Simulator 25: NEXAT Pack|Farming Simulator 25: Year 2 Season Pass|Farming Simulator 25: Plains & Prairies Pack|Farming Simulator 25: Mercedes-Benz Trucks Pack|Farming Simulator 25: Highlands Fishing Expansion|Farming Simulator 25: Straw Harvest Pack|Farming Simulator 25: JCB - WFT,Simulación|Simulador agrícola|Realistas|Multijugador|3D|Primera persona|Economía|Gestión del tiempo|Construcción|Simulador inmersivo|Tercera persona|Gestión|Ambientales|Relajantes|Naturaleza|Cooperativos en línea|Agrícolas|Física|Un jugador|Modificables,Simuladores,Español de España|Inglés|Francés|Italiano|Alemán|Checo|Danés|Holandés|Finés|Húngaro|Japonés|Coreano|Noruego|Polaco|Portugués de Brasil|Portugués de Portugal|Rumano|Ruso|Chino simplificado|Español de Hispanoamérica|Sueco|Chino tradicional|Turco|Ucraniano|Vietnamita|Indonesio,https://store.steampowered.com/app/2300320/,https://store.steampowered.com/developer/giantssoftware,https://store.steampowered.com/publisher/giantssoftware
1091500,Cyberpunk 2077,9 DIC 2020,CD PROJEKT RED,CD PROJEKT RED,834415,7694,Muy positivas,Muy positivas,59.99,,,57,19,3,False,False,False,"Cyberpunk 2077 es un RPG de aventura y acción de mundo abierto ambientado en el futuro sombrío de Night City, una peligrosa megalópolis obsesionada con el poder, el glamur y las incesantes modificaciones corporales.",Cyberpunk 2077: Phantom Liberty|Cyberpunk 2077 Bonus Content|Cyberpunk 2077 REDmod,Ciberpunk|Mundo abierto|Desnudos|Rol|Un jugador|Buena trama|Para adultos|Ciencia ficción|FPS|Futuristas|Primera persona|Ambientales|Exploración|Acción|Violentos|Gran banda sonora|Rol de acción|Aventura|Personalización de personajes|Simulador inmersivo,Rol,Español de España|Inglés|Francés|Italiano|Alemán|Árabe|Checo|Húngaro|Japonés|Coreano|Polaco|Portugués de Brasil|Ruso|Chino simplificado|Español de Hispanoamérica|Tailandés|Chino tradicional|Turco|Ucraniano,https://store.steampowered.com/app/1091500/,https://store.steampowered.com/developer/CDPR,https://store.steampowered.com/publisher/CDPR
2221490,Tom Clancy’s The Division® 2,12 ENE 2023,Ubisoft,Ubisoft,29051,2915,Mayormente positivas,Muy positivas,29.99,,,67,14,7,False,False,False,"Únete a The Division en este shooter táctico de mundo abierto. Enfréntate en intensos combates basados en la cobertura, forma equipo con tus amigos y crea al agente definitivo para salvar Washington D.C.",Rise Up Bundle - Tom Clancy’s The Division 2|Rise Up Supply Drop - Tom Clancy’s The Division 2|Bug Mask Pack - Tom Clancy’s The Division 2|Tom Clancy's The Division 2  Battle for Brooklyn Deluxe DLC|Battle for Brooklyn DLC - Tom Clancy's The Division 2|The Division 2 - Warlords of New York - Expansion|Activation Bundle - Tom Clancy’s The Division 2,Disparos y botín|Mundo abierto|Multijugador|Un jugador|Disparos en tercera persona|Cooperativos en línea|Disparos|Acción|Aventura|Rol|Cooperativos|Posapocalípticos|Botín|Personalización de personajes|JcE|Multijugador masivo|Supervivencia|Militares|JcJ|Buena trama,Acción|Aventura|Rol,Español de España|Inglés|Francés|Italiano|Alemán|Árabe|Japonés|Coreano|Polaco|Portugués de Brasil|Ruso|Chino simplificado|Español de Hispanoamérica|Chino tradicional,https://store.steampowered.com/app/2221490/,https://store.steampowered.com/developer/ubisoft,https://store.steampowered.com/publisher/ubisoft
1144200,Ready or Not,13 DIC 2023,VOID Interactive,VOID Interactive,247706,5646,Mayormente positivas,Muy positivas,49.99,,,66,12,3,True,False,False,"Los Sueños. El LSPD informa de un gran aumento de los delitos en toda el área metropolitana de Los Sueños. Los SWAT tratan de solventar situaciones de alto riesgo como tomas de rehenes, amenazas de bomba y sospechosos atrincherados, entre otros.",Ready or Not: Boiling Point|Ready or Not: Dark Waters|Ready or Not: Home Invasion,Tácticos|Realistas|FPS|Disparos|Multijugador|Un jugador|Cooperativos|Terror|Primera persona|Acción|Violentos|Terror psicológico|Personalización de armas|Combate|Crimen|Sangrientos|Modernos|Ambientales|Campañas cooperativas|América,Acción|Aventura|Indie,Español de España|Inglés|Francés|Alemán|Coreano|Chino simplificado|Italiano|Japonés|Polaco|Portugués de Portugal|Turco|Ruso,https://store.steampowered.com/app/1144200/,,
346110,ARK: Survival Evolved,27 AGO 2017,Studio Wildcard,Studio Wildcard,575087,2619,Muy positivas,Muy positivas,14.79,9.76,34,32,21,13,True,False,False,"Juega como un hombre o una mujer desnudo, congelándote y muriéndote de hambre en una isla misteriosa. Debes cazar, cosechar, crear objetos, cultivar, y construir refugios para sobrevivir. Usa tu habilidad y astucia para matar, domesticar, criar y cabalgar dinosaurios y otras criaturas primitivas.",ARK: Aquatica|ARK: Aquatica - Luminati Suns Song|Fjordur - ARK Expansion Map|Lost Island - ARK Expansion Map|ARK: Genesis Season Pass|Valguero - ARK Expansion Map|Ragnarok - ARK Expansion Map|ARK: Extinction - Expansion Pack|ARK: Aberration - Expansion Pack|ARK: Scorched Earth - Expansion Pack|Primitive+ ARK Total Conversion|The Center - ARK Expansion Map|Crystal Isles - ARK Expansion Map,Supervivencia en mundo abierto|Supervivencia|Multijugador|Mundo abierto|Dinosaurios|Fabricación|Construcción|Aventura|Construcción de bases|Cooperativos|Acción|Sandbox|Primera persona|Multijugador masivo|Un jugador|Acceso anticipado|Dragones|Rol|Ciencia ficción|Indie,Acción|Aventura|Indie|Multijugador masivo|Rol,Español de España|Inglés|Francés|Italiano|Alemán|Ruso|Portugués de Brasil|Chino simplificado|Checo|Danés|Holandés|Húngaro|Polaco|Sueco|Tailandés|Chino tradicional|Turco|Ucraniano|Finés|Japonés|Coreano,https://store.steampowered.com/app/346110/,https://store.steampowered.com/developer/studiowildcard,https://store.steampowered.com/publisher/studiowildcard
1623730,Palworld,18 ENE 2024,Pocketpair,Pocketpair,352482,2443,Muy positivas,Muy positivas,28.99,,,57,17,0,True,False,False,"Este es un juego multijugador de supervivencia en mundo abierto inmenso y original, en el que tendrás que hacerte con unas misteriosas criaturas llamadas Pals, capaces de combatir, construir, cultivar y trabajar en fábricas.",,Mundo abierto|Supervivencia|Coleccionista de criaturas|Multijugador|Supervivencia en mundo abierto|Cooperativos en línea|Fabricación|JcJ|Cooperativos|Indie|Aventura|Construcción de bases|Sandbox|Construcción|Automatización|Disparos en tercera persona|Rol|Acción|Exploración|Acceso anticipado,Acción|Aventura|Indie|Rol|Acceso anticipado,Español de España|Inglés|Chino simplificado|Chino tradicional|Japonés|Francés|Italiano|Alemán|Portugués de Brasil|Ruso|Coreano|Indonesio|Español de Hispanoamérica|Tailandés|Turco|Vietnamita|Polaco,https://store.steampowered.com/app/1623730/,https://store.steampowered.com/developer/pocketpair,https://store.steampowered.com/publisher/pocketpair
3065800,Marathon,5 MAR 2026,Bungie,Bungie,33114,30224,Muy positivas,Muy positivas,39.99,,,14,13,1,False,False,False,"Registra la colonia perdida de Tau Ceti IV en la piel de un corredor biocibernético en un juego PvPvE de disparos, evacuación y supervivencia en primera persona de los creadores de Halo y Destiny.",Marathon Mejora Deluxe,Disparos y extracción|JcJ|Multijugador|Ciencia ficción|Disparos|FPS|Futuristas|Acción|Primera persona|JcE|Ciberpunk|Personalización de armas|Basados en clases|Supervivencia|Cooperativos en línea|Gestión de inventario|Personalización de personajes|Terror psicológico|Disparos de héroe|LGBTQ+,Acción,Español de España|Inglés|Francés|Italiano|Alemán|Japonés|Coreano|Polaco|Portugués de Brasil|Ruso|Chino simplificado|Español de Hispanoamérica|Chino tradicional,https://store.steampowered.com/app/3065800/,https://store.steampowered.com/developer/Bungie,https://store.steampowered.com/publisher/Bungie
648800,Raft,20 JUN 2022,Redbeet Interactive,Axolot Games,315358,2918,Muy positivas,Muy positivas,20.49,,,104,12,0,False,False,False,"Raft™ throws you and your friends into an epic oceanic adventure! Alone or together, players battle to survive a perilous voyage across a vast sea! Gather debris, scavenge reefs and build your own floating home, but be wary of the man-eating sharks!",,Supervivencia|Multijugador|Supervivencia en mundo abierto|Cooperativos|Fabricación|Mundo abierto|Construcción|Construcción de bases|Cooperativos en línea|Aventura|Sandbox|Primera persona|Un jugador|Subacuáticos|Simulación|Acceso anticipado|Acción|Indie|Estrategia|Multijugador masivo,Aventura|Indie|Simuladores,Español de España|Inglés|Francés|Italiano|Alemán|Japonés|Coreano|Polaco|Portugués de Brasil|Ruso|Chino simplificado|Sueco,https://store.steampowered.com/app/648800/,,https://store.steampowered.com/publisher/axolotgames
1190970,House Flipper 2,14 DIC 2023,Frozen District,Frozen District,14839,350,Muy positivas,Muy positivas,48.44,24.02,50,48,18,5,False,False,False,"¡Olvida tus preocupaciones con este simulador de reformas! Compra, arregla, vende y conviértete en una leyenda. O coge tus herramientas y ¡construye todo desde cero! Con el modo cooperativo online para 4 jugadores, podrás jugar tanto en el modo sandbox como en el modo historia juntos.",House Flipper 2 - Pets DLC|House Flipper 2 - Scooby-Doo DLC|House Flipper 2 - Supporter Pack|House Flipper 2 - Co-op DLC|House Flipper 2 - Sakura DLC,Simulación|Construcción|Cooperativos|Relajantes|Diseño e ilustración|Cooperativos en línea|Casuales|Para toda la familia|Valor continuo|Sandbox|Destrucción|Coloridos|Un jugador|3D|Construcción de bases|Simulador inmersivo|Primera persona|Educación|Indie|Realistas,Casual|Indie|Simuladores,Español de España|Inglés|Francés|Italiano|Alemán|Holandés|Japonés|Coreano|Noruego|Polaco|Portugués de Brasil|Portugués de Portugal|Ruso|Chino simplificado|Español de Hispanoamérica|Chino tradicional|Turco|Ucraniano,https://store.steampowered.com/app/1190970/,https://store.steampowered.com/developer/FrozenDistrict,https://store.steampowered.com/publisher/FrozenDistrict
284160,BeamNG.drive,29 MAY 2015,BeamNG,BeamNG,357217,6489,Extremadamente positivas,Extremadamente positivas,22.5,,,5,13,0,False,False,False,A dynamic soft-body physics vehicle simulator capable of doing just about anything.,,Simulación|Conducción|Física|Realistas|Destrucción|Simulador de automóviles|Sandbox|Mundo abierto|Carreras|Multijugador|Modificables|Un jugador|Acceso anticipado|Primera persona|RV|Tercera persona|Divertidos|Acción|Aventura|Exploración,Carreras|Simuladores|Acceso anticipado,Español de España|Inglés|Francés|Japonés|Coreano|Portugués de Portugal|Portugués de Brasil|Ruso|Chino simplificado|Español de Hispanoamérica|Chino tradicional|Alemán|Polaco,https://store.steampowered.com/app/284160/,https://store.steampowered.com/developer/beamng,https://store.steampowered.com/publisher/beamng
